Equations,Slope,Intercept,Equation ID,x (Thickness),y (Thermal Conductivity Profile),Tdelay,ModelRatio
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,80,2.246060606060606,100.0,1.319903
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,160,1.692121212121212,100.0,1.319903
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,240,1.1381818181818182,100.0,1.319903
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,320,0.584242424242424,100.0,1.319903
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,400,0.030303030303030276,100.0,1.319903
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,80,2.246060606060606,106.262006,1.319744
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,160,1.692121212121212,106.262006,1.319744
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,240,1.1381818181818182,106.262006,1.319744
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,320,0.584242424242424,106.262006,1.319744
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,400,0.030303030303030276,106.262006,1.319744
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,80,2.246060606060606,112.916138,1.319254
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,160,1.692121212121212,112.916138,1.319254
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,240,1.1381818181818182,112.916138,1.319254
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,320,0.584242424242424,112.916138,1.319254
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,400,0.030303030303030276,112.916138,1.319254
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,80,2.246060606060606,119.986953,1.314694
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,160,1.692121212121212,119.986953,1.314694
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,240,1.1381818181818182,119.986953,1.314694
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,320,0.584242424242424,119.986953,1.314694
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,400,0.030303030303030276,119.986953,1.314694
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,80,2.246060606060606,127.500543,1.312951
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,160,1.692121212121212,127.500543,1.312951
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,240,1.1381818181818182,127.500543,1.312951
y = -0.0069x + 2.8,-0.006924242424242424,2.8,1534,320,0.584242424242424,127.500543,1.312951
