Equations,Slope,Intercept,Equation ID,x (Thickness),y (Thermal Conductivity Profile),Tdelay,ModelRatio
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,100.0,1.495543
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,100.0,1.495543
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,100.0,1.495543
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,100.0,1.495543
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,100.0,1.495543
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,106.262006,1.495154
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,106.262006,1.495154
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,106.262006,1.495154
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,106.262006,1.495154
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,106.262006,1.495154
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,112.916138,1.494325
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,112.916138,1.494325
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,112.916138,1.494325
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,112.916138,1.494325
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,112.916138,1.494325
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,119.986953,1.488264
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,119.986953,1.488264
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,119.986953,1.488264
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,119.986953,1.488264
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,119.986953,1.488264
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,127.500543,1.485791
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,127.500543,1.485791
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,127.500543,1.485791
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,127.500543,1.485791
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,127.500543,1.485791
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,135.484634,1.485194
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,135.484634,1.485194
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,135.484634,1.485194
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,135.484634,1.485194
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,135.484634,1.485194
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,143.968689,1.483002
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,143.968689,1.483002
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,143.968689,1.483002
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,143.968689,1.483002
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,143.968689,1.483002
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,152.984017,1.479536
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,152.984017,1.479536
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,152.984017,1.479536
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,152.984017,1.479536
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,152.984017,1.479536
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,162.563884,1.475889
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,162.563884,1.475889
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,162.563884,1.475889
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,162.563884,1.475889
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,162.563884,1.475889
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,172.743644,1.472441
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,172.743644,1.472441
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,172.743644,1.472441
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,172.743644,1.472441
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,172.743644,1.472441
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,183.56086,1.468965
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,183.56086,1.468965
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,183.56086,1.468965
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,183.56086,1.468965
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,183.56086,1.468965
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,195.055452,1.464617
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,195.055452,1.464617
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,195.055452,1.464617
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,195.055452,1.464617
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,195.055452,1.464617
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,207.269835,1.458921
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,207.269835,1.458921
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,207.269835,1.458921
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,207.269835,1.458921
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,207.269835,1.458921
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,220.249084,1.454704
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,220.249084,1.454704
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,220.249084,1.454704
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,220.249084,1.454704
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,220.249084,1.454704
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,234.041094,1.451947
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,234.041094,1.451947
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,240,2.924848484848485,234.041094,1.451947
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,320,1.4997979797979797,234.041094,1.451947
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,400,0.07474747474747367,234.041094,1.451947
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,80,5.774949494949495,248.69676,1.445132
y = -0.0178x + 7.2,-0.017813131313131315,7.2,4334,160,4.34989898989899,248.69676,1.445132
