Equations,Slope,Intercept,Equation ID,x (Thickness),y (Thermal Conductivity Profile),Tdelay,ModelRatio
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,80,0.3212121212121212,100.0,0.78262
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,160,0.24242424242424243,100.0,0.78262
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,240,0.16363636363636364,100.0,0.78262
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,320,0.08484848484848484,100.0,0.78262
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,400,0.006060606060606044,100.0,0.78262
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,80,0.3212121212121212,106.262006,0.782759
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,160,0.24242424242424243,106.262006,0.782759
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,240,0.16363636363636364,106.262006,0.782759
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,320,0.08484848484848484,106.262006,0.782759
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,400,0.006060606060606044,106.262006,0.782759
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,80,0.3212121212121212,112.916138,0.782737
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,160,0.24242424242424243,112.916138,0.782737
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,240,0.16363636363636364,112.916138,0.782737
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,320,0.08484848484848484,112.916138,0.782737
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,400,0.006060606060606044,112.916138,0.782737
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,80,0.3212121212121212,119.986953,0.780518
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,160,0.24242424242424243,119.986953,0.780518
y = -0.0010x + 0.4,-0.000984848484848485,0.4,4934,240,0.16363636363636364,119.986953,0.780518
